year,artist,title
2019,"DJ SNAKE featuring SELENA GOMEZ, OZUNA & CARDI B",Taki Taki
2019,MUSTARD & MIGOS,Pure Water
2019,JUICE WRLD,Empty
2019,KHALID,Talk
2019,CALBOY,Envy Me
2019,"CARDI B, BAD BUNNY & J BALVIN",I Like It
2019,BILLIE EILISH,bury a friend
2019,YNW MELLY featuring KANYE WEST,Mixed Personalities
2019,JUICE WRLD,Fast
2019,GUCCI MANE & BRUNO MARS & KODAK BLACK,Wake Up In The Sky
2019,A BOOGIE WIT DA HOODIE featuring 6IX9INE,Swervin
2019,CITY GIRLS featuring CARDI B,Twerk
2019,LIL NAS X featuring BILLY RAY CYRUS,Old Town Road
2019,SUMMER WALKER x DRAKE,Girls Need Love
2019,CHRIS STAPLETON,Millionaire
2019,DADDY YANKEE featuring SNOW,Con Calma
2019,SCOTTY McCREERY,This Is It
2019,YO GOTTI featuring LIL BABY,Put A Date On It
2019,LIL SKIES,I
2019,JORDAN DAVIS,Take It From Me
2019,BILLIE EILISH,Wish You Were Gay
2019,BRETT YOUNG,Here Tonight
2019,MAREN MORRIS,GIRL
2019,YK OSIRIS,Worth It
2019,CITY GIRLS,Act Up
2019,THE CHAINSMOKERS featuring 5 SECONDS OF SUMMER,Who Do You Love
2019,JUICE WRLD,Maze
2019,LIL BABY,Close Friends
2019,CHRIS BROWN,Undecided
2019,JASON ALDEAN,Girl Like You
2019,CHASE RACE,Eyes On You
2019,IMAGINE DRAGONS,Bad Liar
2019,ELLA MAI,Shot Clock
2019,LIL BABY,Pure Cocaine
2019,KANE BROWN,Good As You
2019,RILEY GREEN,There Was This Girl
2019,MARSHMELLO featuring CHVRCHES,Here With Me
2019,JAKE OWEN,Down To The Honkytonk
2019,KHALID,My Bad
2019,KHALID & KANE BROWN,Saturday Nights
2019,OLD DOMINION,Make It Sweet
2019,MORGAN WALLEN,Whiskey Glasses
2019,ANUEL AA & ROMEO SANTOS,Ella Quiere Beber
2019,THOMAS RHETT,Look What God Gave Her
2019,KELSEA BALLERINI,Miss Me More
2019,MICHAEL RAY,One That Got Away
2019,FLETCHER,Undrunk
2019,JON PARDI,Night Shift
2019,KODAK BLACK,Calling My Spirit
2019,LEE BRICE,Rumor
2019,ANUEL AA & KAROL G,Secreto
2019,LUKE BRYAN,What Makes You Country
2019,JUICE WRLD,Flaws And Sins
2019,PEDRO CAPO & FARRUKO,Calma
2019,BILLIE EILISH & KHALID,Lovely
2019,BILLIE EILISH,When The Party's Over
2019,KEHLANI featuring TY DOLLA $IGN,Nights Like This
2019,LIL PEEP & ILOVEMAKONNEN featuring FALL OUT BOY,I've Been Waiting
2019,"BENNY BLANCO, TAINY, SELENA GOMEZ & J BALVIN",I Can't Get Enough
2019,FLORIDA GEORGIA LINE,Talk You Out Of It
2019,SKI MASK THE SLUMP GOD,Faucet Failure
2019,LADY GAGA,Always Remember Us This Way
2019,JONAS BROTHERS,Sucker
2019,ARIANA GRANDE,7 Rings
2019,CARDI B & BRUNO MARS,Please Me
2019,POST MALONE & SWAE LEE,Sunflower (Spider-Man: Into The Spider-Verse)
2019,HALSEY,Without Me
2019,LADY GAGA & BRADLEY COOPER,Shallow
2019,POST MALONE,Wow.
2019,MARSHMELLO & BASTILLE,Happier
2019,J. COLE,Middle Child
2019,TRAVIS SCOTT,Sicko Mode
2019,ARIANA GRANDE,"Thank U, Next"
2019,PANIC! AT THE DISCO,High Hopes
2019,BLUEFACE,Thotiana
2019,"BENNY BLANCO, HALSEY & KHALID",Eastside
2019,ARIANA GRANDE,"Break Up With Your Girlfriend, I'm Bored"
2019,MEEK MILL featuring DRAKE,Going Bad
2019,YNW MELLY,Murder On My Mind
2019,21 SAVAGE,A Lot
2019,MAROON 5 featuring CARDI B,Girls Like You
2019,SAM SMITH & NORMANI,Dancing With A Stranger
2019,KHALID,Better
2019,LIL BABY & GUNNA,Drip Too Hard
2019,CARDI B,Money
2019,AVA MAX,Sweet But Psycho
2019,LUKE COMBS,Beautiful Crazy
2019,DEAN LEWIS,Be Alright
2019,BAD BUNNY featuring DRAKE,MIA
2019,KODAK BLACK featuring TRAVIS SCOTT & OFFSET,Zeze
2019,POST MALONE,Better Now
2019,5 SECONDS OF SUMMER,Youngblood
2019,ELLIE GOULDING x DIPLO featuring SWAE LEE,Close To Me
2019,LAUREN DAIGLE,You Say
2019,DAN + SHAY,Tequila
2019,JUICE WRLD,Robbery
2019,A BOOGIE WIT DA HOODIE,Look Back At It
2019,JUICE WRLD,Lucid Dreams
2019,SUMMER WALKER x DRAKE,Girls Need Love
2019,PINKFONG,Baby Shark
2019,LIL SKIES,I
2019,CALBOY,Envy Me
2019,"CARDI B, BAD BUNNY & J BALVIN",I Like It
2019,BILLIE EILISH,bury a friend
2019,"DJ SNAKE featuring SELENA GOMEZ, OZUNA & CARDI B",Taki Taki
2019,GUCCI MANE & BRUNO MARS & KODAK BLACK,Wake Up In The Sky
2019,FLIPP DINERO,Leave Me Alone
2019,CITY GIRLS featuring CARDI B,Twerk
2019,SHECK WES,Mo Bamba
2019,A BOOGIE WIT DA HOODIE featuring 6IX9INE,Swervin
2019,KHALID,Talk
2019,YNW MELLY featuring KANYE WEST,Mixed Personalities
2019,MUSTARD & MIGOS,Pure Water
2019,THOMAS RHETT,Look What God Gave Her
2019,SCOTTY McCREERY,This Is It
2019,JORDAN DAVIS,Take It From Me
2019,CHRIS STAPLETON,Millionaire
2019,JUICE WRLD,Hear Me Calling
2019,DADDY YANKEE featuring SNOW,Con Calma
2019,CHRIS BROWN,Undecided
2019,LIL BABY,Close Friends
2019,THE CHAINSMOKERS featuring 5 SECONDS OF SUMMER,Who Do You Love
2019,JASON ALDEAN,Girl Like You
2019,BRETT YOUNG,Here Tonight
2019,MIDLAND,Burn Out
2019,LADY GAGA,Always Remember Us This Way
2019,YK OSIRIS,Worth It
2019,LUKE BRYAN,What Makes You Country
2019,ANUEL AA & ROMEO SANTOS,Ella Quiere Beber
2019,ELLA MAI,Shot Clock
2019,JAKE OWEN,Down To The Honkytonk
2019,CHASE RACE,Eyes On You
2019,RILEY GREEN,There Was This Girl
2019,IMAGINE DRAGONS,Bad Liar
2019,OFFSET,Red Room
2019,BILLIE EILISH,Wish You Were Gay
2019,2 CHAINZ featuring TRAVIS SCOTT,Whip
2019,OLD DOMINION,Make It Sweet
2019,CITY GIRLS,Act Up
2019,KANE BROWN,Good As You
2019,KEHLANI featuring TY DOLLA $IGN,Nights Like This
2019,KODAK BLACK,Calling My Spirit
2019,KELSEA BALLERINI,Miss Me More
2019,JUICE WRLD,Armed And Dangerous
2019,LIL NAS X featuring BILLY RAY CYRUS,Old Town Road
2019,ANUEL AA & KAROL G,Secreto
2019,MORGAN WALLEN,Whiskey Glasses
2019,JON PARDI,Night Shift
2019,SKI MASK THE SLUMP GOD,Faucet Failure
2019,P!NK,Walk Me Home
2019,MICHAEL RAY,One That Got Away
2019,YO GOTTI featuring LIL BABY,Put A Date On It
2019,BILLIE EILISH & KHALID,Lovely
2019,ARIANA GRANDE,Needy
2019,"BENNY BLANCO, TAINY, SELENA GOMEZ & J BALVIN",I Can't Get Enough
2019,2 CHAINZ featuring ARIANA GRANDE,Rule The World
2019,BILLIE EILISH,When The Party's Over
2019,LUKAS GRAHAM,Love Someone
2019,FLORIDA GEORGIA LINE,Talk You Out Of It
2019,CARRIE UNDERWOOD,Love Wins
2019,CODY JOHNSON,On My Way To You
2019,2 CHAINZ featuring KENDRICK LAMAR,Momma I Hit A Lick
2019,LADY GAGA & BRADLEY COOPER,Shallow
2019,ARIANA GRANDE,7 Rings
2019,HALSEY,Without Me
2019,POST MALONE & SWAE LEE,Sunflower (Spider-Man: Into The Spider-Verse)
2019,J. COLE,Middle Child
2019,MARSHMELLO & BASTILLE,Happier
2019,ARIANA GRANDE,"Thank U, Next"
2019,POST MALONE,Wow.
2019,BLUEFACE,Thotiana
2019,TRAVIS SCOTT,Sicko Mode
2019,PANIC! AT THE DISCO,High Hopes
2019,"BENNY BLANCO, HALSEY & KHALID",Eastside
2019,ARIANA GRANDE,"Break Up With Your Girlfriend, I'm Bored"
2019,CARDI B & BRUNO MARS,Please Me
2019,YNW MELLY,Murder On My Mind
2019,MEEK MILL featuring DRAKE,Going Bad
2019,MAROON 5 featuring CARDI B,Girls Like You
2019,21 SAVAGE,A Lot
2019,LIL BABY & GUNNA,Drip Too Hard
2019,CARDI B,Money
2019,KHALID,Better
2019,SAM SMITH & NORMANI,Dancing With A Stranger
2019,LUKE COMBS,Beautiful Crazy
2019,AVA MAX,Sweet But Psycho
2019,KODAK BLACK featuring TRAVIS SCOTT & OFFSET,Zeze
2019,BAD BUNNY featuring DRAKE,MIA
2019,POST MALONE,Better Now
2019,JUICE WRLD,Robbery
2019,DEAN LEWIS,Be Alright
2019,LAUREN DAIGLE,You Say
2019,5 SECONDS OF SUMMER,Youngblood
2019,DAN + SHAY,Tequila
2019,ELLIE GOULDING x DIPLO featuring SWAE LEE,Close To Me
2019,PINKFONG,Baby Shark
2019,A BOOGIE WIT DA HOODIE,Look Back At It
2019,GUCCI MANE & BRUNO MARS & KODAK BLACK,Wake Up In The Sky
2019,FLIPP DINERO,Leave Me Alone
2019,"DJ SNAKE featuring SELENA GOMEZ, OZUNA & CARDI B",Taki Taki
2019,"CARDI B, BAD BUNNY & J BALVIN",I Like It
2019,JUICE WRLD,Lucid Dreams
2019,BILLIE EILISH,bury a friend
2019,CALBOY,Envy Me
2019,SHECK WES,Mo Bamba
2019,A BOOGIE WIT DA HOODIE featuring 6IX9INE,Swervin
2019,CITY GIRLS featuring CARDI B,Twerk
2019,JORDAN DAVIS,Take It From Me
2019,LADY GAGA,Always Remember Us This Way
2019,PARDISON FONTAINE faeturing CARDI B,Backin' It Up
2019,OFFSET featuring TRAVIS SCOTT & 21 SAVAGE,Legacy
2019,OFFSET,Red Room
2019,SCOTTY McCREERY,This Is It
2019,MUSTARD & MIGOS,Pure Water
2019,LIL BABY,Close Friends
2019,P!NK,Walk Me Home
2019,KHALID,Talk
2019,YNW MELLY featuring KANYE WEST,Mixed Personalities
2019,CHRIS STAPLETON,Millionaire
2019,JASON ALDEAN,Girl Like You
2019,DADDY YANKEE featuring SNOW,Con Calma
2019,ARIANA GRANDE,Needy
2019,LUKE BRYAN,What Makes You Country
2019,LADY GAGA,I'll Never Love Again
2019,CHRIS BROWN,Undecided
2019,OFFSET featuring CARDI B,Clout
2019,OFFSET featuring J. COLE,How Did I Get Here
2019,THE CHAINSMOKERS featuring 5 SECONDS OF SUMMER,Who Do You Love
2019,KEHLANI featuring TY DOLLA $IGN,Nights Like This
2019,ARIANA GRANDE,NASA
2019,MIDLAND,Burn Out
2019,GUNNA,Outstanding
2019,BRETT YOUNG,Here Tonight
2019,LIL PUMP featuring LIL WAYNE,Be Like Me
2019,YK OSIRIS,Worth It
2019,GUNNA featuring YOUNG THUG,3 Headed Snake
2019,GUNNA,Wit It
2019,ANUEL AA & ROMEO SANTOS,Ella Quiere Beber
2019,THE CHAINSMOKERS featuring KELSEA BALLERINI,This Feeling
2019,GUNNA,One Call
2019,JUICE WRLD,Armed And Dangerous
2019,JAKE OWEN,Down To The Honkytonk
2019,ELLA MAI,Shot Clock
2019,KELSEA BALLERINI,Miss Me More
2019,KODAK BLACK,Calling My Spirit
2019,MARK RONSON featuring MILEY CYRUS,Nothing Breaks Like A Heart
2019,ARIANA GRANDE,Imagine
2019,OFFSET,Lick
2019,SUMMER WALKER x DRAKE,Girls Need Love
2019,CHASE RACE,Eyes On You
2019,LUKAS GRAHAM,Love Someone
2019,ARIANA GRANDE,Bad Idea
2019,GUNNA,Speed It Up
2019,ANUEL AA & KAROL G,Secreto
2019,ARIANA GRANDE,Bloodline
2019,JOHN MAYER,I Guess I Just Feel Like
2019,KANE BROWN,Good As You
2019,YO GOTTI featuring LIL BABY,Put A Date On It
2019,GUNNA featuring PLAYBOI CARTI,Same Yung Nigga
2019,FLORIDA GEORGIA LINE,Talk You Out Of It
2019,OLD DOMINION,Make It Sweet
2019,SKI MASK THE SLUMP GOD,Faucet Failure
2019,ARIANA GRANDE,7 Rings
2019,HALSEY,Without Me
2019,POST MALONE & SWAE LEE,Sunflower (Spider-Man: Into The Spider-Verse)
2019,ARIANA GRANDE,"Thank U, Next"
2019,CARDI B & BRUNO MARS,Please Me
2019,MARSHMELLO & BASTILLE,Happier
2019,TRAVIS SCOTT,Sicko Mode
2019,ARIANA GRANDE,"Break Up With Your Girlfriend, I'm Bored"
2019,PANIC! AT THE DISCO,High Hopes
2019,POST MALONE,Wow.
2019,J. COLE,Middle Child
2019,"BENNY BLANCO, HALSEY & KHALID",Eastside
2019,BLUEFACE,Thotiana
2019,YNW MELLY,Murder On My Mind
2019,MEEK MILL featuring DRAKE,Going Bad
2019,CARDI B,Money
2019,21 SAVAGE,A Lot
2019,LIL BABY & GUNNA,Drip Too Hard
2019,MAROON 5 featuring CARDI B,Girls Like You
2019,KHALID,Better
2019,LADY GAGA & BRADLEY COOPER,Shallow
2019,KODAK BLACK featuring TRAVIS SCOTT & OFFSET,Zeze
2019,LUKE COMBS,Beautiful Crazy
2019,BAD BUNNY featuring DRAKE,MIA
2019,SAM SMITH & NORMANI,Dancing With A Stranger
2019,5 SECONDS OF SUMMER,Youngblood
2019,JUICE WRLD,Robbery
2019,POST MALONE,Better Now
2019,AVA MAX,Sweet But Psycho
2019,DEAN LEWIS,Be Alright
2019,DAN + SHAY,Tequila
2019,BILLIE EILISH,bury a friend
2019,"CARDI B, BAD BUNNY & J BALVIN",I Like It
2019,LAUREN DAIGLE,You Say
2019,FLIPP DINERO,Leave Me Alone
2019,GUCCI MANE & BRUNO MARS & KODAK BLACK,Wake Up In The Sky
2019,ELLIE GOULDING x DIPLO featuring SWAE LEE,Close To Me
2019,PINKFONG,Baby Shark
2019,A BOOGIE WIT DA HOODIE,Look Back At It
2019,SHECK WES,Mo Bamba
2019,JUICE WRLD,Lucid Dreams
2019,CALBOY,Envy Me
2019,A BOOGIE WIT DA HOODIE featuring 6IX9INE,Swervin
2019,"DJ SNAKE featuring SELENA GOMEZ, OZUNA & CARDI B",Taki Taki
2019,SCOTTY McCREERY,This Is It
2019,ARIANA GRANDE,NASA
2019,PARDISON FONTAINE faeturing CARDI B,Backin' It Up
2019,ARIANA GRANDE,Needy
2019,OFFSET,Red Room
2019,KHALID,Talk
2019,JASON ALDEAN,Girl Like You
2019,CITY GIRLS featuring CARDI B,Twerk
2019,ARIANA GRANDE,Bloodline
2019,LUKE BRYAN,What Makes You Country
2019,ARIANA GRANDE,Bad Idea
2019,MUSTARD & MIGOS,Pure Water
2019,ARIANA GRANDE,Fake Smile
2019,ARIANA GRANDE,Imagine
2019,JORDAN DAVIS,Take It From Me
2019,YNW MELLY featuring KANYE WEST,Mixed Personalities
2019,GESAFFELSTEIN & THE WEEKND,Lost In The Fire
2019,ARIANA GRANDE,Ghostin
2019,MARK RONSON featuring MILEY CYRUS,Nothing Breaks Like A Heart
2019,THE CHAINSMOKERS featuring KELSEA BALLERINI,This Feeling
2019,CHRIS BROWN,Undecided
2019,CHRIS STAPLETON,Millionaire
2019,BRETT YOUNG,Here Tonight
2019,KODAK BLACK,Calling My Spirit
2019,THOMAS RHETT,Sixteen
2019,LUKAS GRAHAM,Love Someone
2019,JUICE WRLD,Armed And Dangerous
2019,KEHLANI featuring TY DOLLA $IGN,Nights Like This
2019,LIL BABY,Close Friends
2019,ARIANA GRANDE,In My Head
2019,YO GOTTI featuring LIL BABY,Put A Date On It
2019,LIL BABY,Pure Cocaine
2019,JAKE OWEN,Down To The Honkytonk
2019,ANUEL AA & ROMEO SANTOS,Ella Quiere Beber
2019,BILLIE EILISH & KHALID,Lovely
2019,FLORIDA GEORGIA LINE,Talk You Out Of It
2019,KELSEA BALLERINI,Miss Me More
2019,LOUD LUXURY featuring BRANDO,Body
2019,MIDLAND,Burn Out
2019,CHASE RACE,Eyes On You
2019,THE CHAINSMOKERS featuring 5 SECONDS OF SUMMER,Who Do You Love
2019,ZEDD & KATY PERRY,365
2019,YK OSIRIS,Worth It
2019,BILLIE EILISH,When The Party's Over
2019,TRAVIS SCOTT,Yosemite
2019,ELLA MAI,Shot Clock
2019,RILEY GREEN,There Was This Girl
2019,DADDY YANKEE featuring SNOW,Con Calma
2019,CODY JOHNSON,On My Way To You
2019,ALEC BENJAMIN featuring ALESSIA CARA,Let Me Down Slowly
2019,ARIANA GRANDE,Make Up
2019,OLD DOMINION,Make It Sweet
2019,DUSTIN LYNCH,Good Girl
2019,XXXTENTACION & LIL PUMP featuring MALUMA & SWAE LEE,Arms Around You
2019,A BOOGIE WIT DA HOODIE featuring OFFSET & TYGA,Startender
2019,MICHAEL RAY,One That Got Away
2019,ARIANA GRANDE,7 Rings
2019,ARIANA GRANDE,"Break Up With Your Girlfriend, I'm Bored"
2019,ARIANA GRANDE,"Thank U, Next"
2019,HALSEY,Without Me
2019,POST MALONE & SWAE LEE,Sunflower (Spider-Man: Into The Spider-Verse)
2019,MARSHMELLO & BASTILLE,Happier
2019,TRAVIS SCOTT,Sicko Mode
2019,PANIC! AT THE DISCO,High Hopes
2019,POST MALONE,Wow.
2019,"BENNY BLANCO, HALSEY & KHALID",Eastside
2019,J. COLE,Middle Child
2019,MAROON 5 featuring CARDI B,Girls Like You
2019,MEEK MILL featuring DRAKE,Going Bad
2019,ARIANA GRANDE,Needy
2019,21 SAVAGE,A Lot
2019,LIL BABY & GUNNA,Drip Too Hard
2019,ARIANA GRANDE,NASA
2019,LADY GAGA & BRADLEY COOPER,Shallow
2019,CARDI B,Money
2019,BLUEFACE,Thotiana
2019,ARIANA GRANDE,Imagine
2019,ARIANA GRANDE,Bloodline
2019,KHALID,Better
2019,KODAK BLACK featuring TRAVIS SCOTT & OFFSET,Zeze
2019,ARIANA GRANDE,Ghostin
2019,ARIANA GRANDE,Fake Smile
2019,ARIANA GRANDE,Bad Idea
2019,BAD BUNNY featuring DRAKE,MIA
2019,POST MALONE,Better Now
2019,SAM SMITH & NORMANI,Dancing With A Stranger
2019,DAN + SHAY,Tequila
2019,BILLIE EILISH,bury a friend
2019,FLIPP DINERO,Leave Me Alone
2019,5 SECONDS OF SUMMER,Youngblood
2019,GUCCI MANE & BRUNO MARS & KODAK BLACK,Wake Up In The Sky
2019,LUKE COMBS,Beautiful Crazy
2019,AVA MAX,Sweet But Psycho
2019,ARIANA GRANDE,In My Head
2019,"DJ SNAKE featuring SELENA GOMEZ, OZUNA & CARDI B",Taki Taki
2019,LAUREN DAIGLE,You Say
2019,SHECK WES,Mo Bamba
2019,ELLIE GOULDING x DIPLO featuring SWAE LEE,Close To Me
2019,JUICE WRLD,Lucid Dreams
2019,KHALID,Talk
2019,"CARDI B, BAD BUNNY & J BALVIN",I Like It
2019,DEAN LEWIS,Be Alright
2019,A BOOGIE WIT DA HOODIE,Look Back At It
2019,ARIANA GRANDE,Make Up
2019,PINKFONG,Baby Shark
2019,CALBOY,Envy Me
2019,A BOOGIE WIT DA HOODIE featuring 6IX9INE,Swervin
2019,SCOTTY McCREERY,This Is It
2019,PARDISON FONTAINE faeturing CARDI B,Backin' It Up
2019,CITY GIRLS featuring CARDI B,Twerk
2019,JASON ALDEAN,Girl Like You
2019,THE CHAINSMOKERS featuring 5 SECONDS OF SUMMER,Who Do You Love
2019,THE CHAINSMOKERS featuring KELSEA BALLERINI,This Feeling
2019,GESAFFELSTEIN & THE WEEKND,Lost In The Fire
2019,YNW MELLY,Murder On My Mind
2019,MARK RONSON featuring MILEY CYRUS,Nothing Breaks Like A Heart
2019,MUSTARD & MIGOS,Pure Water
2019,JORDAN DAVIS,Take It From Me
2019,CHRIS BROWN,Undecided
2019,LUKE BRYAN,What Makes You Country
2019,JUICE WRLD,Armed And Dangerous
2019,CHRIS STAPLETON,Millionaire
2019,LIL BABY,Pure Cocaine
2019,LIL BABY,Close Friends
2019,THOMAS RHETT,Sixteen
2019,LUKAS GRAHAM,Love Someone
2019,KODAK BLACK,Calling My Spirit
2019,YO GOTTI featuring LIL BABY,Put A Date On It
2019,LIL WAYNE,Uproar
2019,ANUEL AA & ROMEO SANTOS,Ella Quiere Beber
2019,BILLIE EILISH & KHALID,Lovely
2019,DIERKS BENTLEY featuring BROTHERS OSBORNE,Burning Man
2019,JACQUEES,You
2019,BILLIE EILISH,When The Party's Over
2019,JAKE OWEN,Down To The Honkytonk
2019,ANUEL AA & KAROL G,Secreto
2019,ELLA MAI,Shot Clock
2019,LOUD LUXURY featuring BRANDO,Body
2019,DUSTIN LYNCH,Good Girl
2019,OLD DOMINION,Make It Sweet
2019,MIDLAND,Burn Out
2019,ZARA LARSSON,Ruin My Life
2019,CARRIE UNDERWOOD,Love Wins
2019,XXXTENTACION & LIL PUMP featuring MALUMA & SWAE LEE,Arms Around You
2019,KEHLANI featuring TY DOLLA $IGN,Nights Like This
2019,TRAVIS SCOTT,Yosemite
2019,KELSEA BALLERINI,Miss Me More
2019,BRETT YOUNG,Here Tonight
2019,YNW MELLY featuring KANYE WEST,Mixed Personalities
2019,ALEC BENJAMIN featuring ALESSIA CARA,Let Me Down Slowly
2019,DADDY YANKEE featuring SNOW,Con Calma
2019,TORY LANEZ & RICH THE KID,Talk To Me
2019,RICH THE KID,Splashin'
2019,KACEY MUSGRAVES,Rainbow
2019,A BOOGIE WIT DA HOODIE featuring OFFSET & TYGA,Startender
2019,CODY JOHNSON,On My Way To You
2019,ARIANA GRANDE,7 Rings
2019,MARSHMELLO & BASTILLE,Happier
2019,HALSEY,Without Me
2019,POST MALONE & SWAE LEE,Sunflower (Spider-Man: Into The Spider-Verse)
2019,TRAVIS SCOTT,Sicko Mode
2019,PANIC! AT THE DISCO,High Hopes
2019,ARIANA GRANDE,"Thank U, Next"
2019,J. COLE,Middle Child
2019,POST MALONE,Wow.
2019,MAROON 5 featuring CARDI B,Girls Like You
2019,"BENNY BLANCO, HALSEY & KHALID",Eastside
2019,21 SAVAGE,A Lot
2019,LIL BABY & GUNNA,Drip Too Hard
2019,BILLIE EILISH,bury a friend
2019,MEEK MILL featuring DRAKE,Going Bad
2019,CARDI B,Money
2019,KODAK BLACK featuring TRAVIS SCOTT & OFFSET,Zeze
2019,KHALID,Better
2019,BAD BUNNY featuring DRAKE,MIA
2019,BLUEFACE,Thotiana
2019,POST MALONE,Better Now
2019,GUCCI MANE & BRUNO MARS & KODAK BLACK,Wake Up In The Sky
2019,5 SECONDS OF SUMMER,Youngblood
2019,LADY GAGA & BRADLEY COOPER,Shallow
2019,FLIPP DINERO,Leave Me Alone
2019,SAM SMITH & NORMANI,Dancing With A Stranger
2019,SHECK WES,Mo Bamba
2019,MARSHMELLO,Alone
2019,"DJ SNAKE featuring SELENA GOMEZ, OZUNA & CARDI B",Taki Taki
2019,AVA MAX,Sweet But Psycho
2019,DAN + SHAY,Tequila
2019,A BOOGIE WIT DA HOODIE,Look Back At It
2019,ELLIE GOULDING x DIPLO featuring SWAE LEE,Close To Me
2019,JUICE WRLD,Lucid Dreams
2019,ARIANA GRANDE,Breathin'
2019,LUKE COMBS,Beautiful Crazy
2019,LAUREN DAIGLE,You Say
2019,ELLA MAI,Trip
2019,"CARDI B, BAD BUNNY & J BALVIN",I Like It
2019,PINKFONG,Baby Shark
2019,KHALID & NORMANI,Love Lies
2019,SCOTTY McCREERY,This Is It
2019,DEAN LEWIS,Be Alright
2019,DAN + SHAY,Speechless
2019,CALBOY,Envy Me
2019,A BOOGIE WIT DA HOODIE featuring 6IX9INE,Swervin
2019,BAZZI featuring CAMILA CABELLO,Beautiful
2019,PARDISON FONTAINE faeturing CARDI B,Backin' It Up
2019,GESAFFELSTEIN & THE WEEKND,Lost In The Fire
2019,CITY GIRLS featuring CARDI B,Twerk
2019,JASON ALDEAN,Girl Like You
2019,THE CHAINSMOKERS featuring KELSEA BALLERINI,This Feeling
2019,MARK RONSON featuring MILEY CYRUS,Nothing Breaks Like A Heart
2019,CHRIS BROWN,Undecided
2019,THOMAS RHETT,Sixteen
2019,GUNNA,One Call
2019,LIL BABY,Pure Cocaine
2019,JORDAN DAVIS,Take It From Me
2019,YO GOTTI featuring LIL BABY,Put A Date On It
2019,DIERKS BENTLEY featuring BROTHERS OSBORNE,Burning Man
2019,BILLIE EILISH,When The Party's Over
2019,JUICE WRLD,Armed And Dangerous
2019,LUKE BRYAN,What Makes You Country
2019,MUSTARD & MIGOS,Pure Water
2019,LIL WAYNE,Uproar
2019,BILLIE EILISH & KHALID,Lovely
2019,KODAK BLACK,Calling My Spirit
2019,ANUEL AA & ROMEO SANTOS,Ella Quiere Beber
2019,CHRIS STAPLETON,Millionaire
2019,JACQUEES,You
2019,DUSTIN LYNCH,Good Girl
2019,LUKAS GRAHAM,Love Someone
2019,YNW MELLY,Murder On My Mind
2019,JAKE OWEN,Down To The Honkytonk
2019,KHALID & KANE BROWN,Saturday Nights
2019,KEHLANI featuring TY DOLLA $IGN,Nights Like This
2019,TRAVIS SCOTT,Yosemite
2019,ZARA LARSSON,Ruin My Life
2019,XXXTENTACION & LIL PUMP featuring MALUMA & SWAE LEE,Arms Around You
2019,FUTURE featuring TRAVIS SCOTT,First Off
2019,LOUD LUXURY featuring BRANDO,Body
2019,ELLA MAI,Shot Clock
2019,TORY LANEZ & RICH THE KID,Talk To Me
2019,CARRIE UNDERWOOD,Love Wins
2019,A BOOGIE WIT DA HOODIE featuring OFFSET & TYGA,Startender
2019,YNW MELLY featuring KANYE WEST,Mixed Personalities
2019,OLD DOMINION,Make It Sweet
2019,BENNY BLANCO & JUICE WRLD featuring BRENDON URIE,Roses
2019,BRETT YOUNG,Here Tonight
2019,RICH THE KID,Splashin'
2019,LOGIC,Keanu Reeves
2019,FRENCH MONTANA featuring DRAKE,No Stylist
2019,MIDLAND,Burn Out
2019,ALEC BENJAMIN featuring ALESSIA CARA,Let Me Down Slowly
2019,KELSEA BALLERINI,Miss Me More
2019,BILLIE EILISH,Ocean Eyes
2019,FUTURE,Crushed Up
2019,JON PARDI,Night Shift
2019,LIL BABY,Close Friends
2019,CODY JOHNSON,On My Way To You
2019,ARIANA GRANDE,7 Rings
2019,HALSEY,Without Me
2019,POST MALONE & SWAE LEE,Sunflower (Spider-Man: Into The Spider-Verse)
2019,J. COLE,Middle Child
2019,TRAVIS SCOTT,Sicko Mode
2019,ARIANA GRANDE,"Thank U, Next"
2019,PANIC! AT THE DISCO,High Hopes
2019,MARSHMELLO & BASTILLE,Happier
2019,POST MALONE,Wow.
2019,MAROON 5 featuring CARDI B,Girls Like You
2019,"BENNY BLANCO, HALSEY & KHALID",Eastside
2019,LIL BABY & GUNNA,Drip Too Hard
2019,CARDI B,Money
2019,KODAK BLACK featuring TRAVIS SCOTT & OFFSET,Zeze
2019,MEEK MILL featuring DRAKE,Going Bad
2019,LADY GAGA & BRADLEY COOPER,Shallow
2019,GUCCI MANE & BRUNO MARS & KODAK BLACK,Wake Up In The Sky
2019,SHECK WES,Mo Bamba
2019,POST MALONE,Better Now
2019,FLIPP DINERO,Leave Me Alone
2019,5 SECONDS OF SUMMER,Youngblood
2019,BAD BUNNY featuring DRAKE,MIA
2019,KHALID,Better
2019,"DJ SNAKE featuring SELENA GOMEZ, OZUNA & CARDI B",Taki Taki
2019,ARIANA GRANDE,Breathin'
2019,21 SAVAGE,A Lot
2019,JUICE WRLD,Lucid Dreams
2019,BLUEFACE,Thotiana
2019,DAN + SHAY,Tequila
2019,ELLIE GOULDING x DIPLO featuring SWAE LEE,Close To Me
2019,SAM SMITH & NORMANI,Dancing With A Stranger
2019,AVA MAX,Sweet But Psycho
2019,BAZZI featuring CAMILA CABELLO,Beautiful
2019,DAN + SHAY,Speechless
2019,ELLA MAI,Trip
2019,PINKFONG,Baby Shark
